opportunity_id,created_date,department,region,customer_segment,converted,revenue
OPP-000909,2026-06-15,Southeast,East,SMB,False,0.0
OPP-000910,2026-06-15,Southeast,East,SMB,False,0.0
OPP-000911,2026-06-15,Northwest,West,Enterprise,True,8453.84
OPP-000912,2026-06-15,Northwest,West,SMB,False,0.0
OPP-000913,2026-06-15,Northwest,West,SMB,True,1142.31
OPP-000914,2026-06-15,Northwest,West,SMB,False,0.0
OPP-000915,2026-06-15,Northwest,West,SMB,True,561.74
OPP-000916,2026-06-15,Northwest,West,Mid-Market,False,0.0
OPP-000917,2026-06-15,Northwest,West,SMB,False,0.0
OPP-000918,2026-06-15,Northwest,West,SMB,False,0.0
OPP-000919,2026-06-15,Northwest,West,SMB,False,0.0
OPP-000920,2026-06-15,Northwest,West,SMB,True,465.99
OPP-000921,2026-06-15,Northwest,West,SMB,False,0.0
OPP-000922,2026-06-15,Northwest,West,Mid-Market,False,0.0
OPP-000923,2026-06-15,Northwest,West,SMB,False,0.0
OPP-000924,2026-06-15,Northwest,West,Mid-Market,False,0.0
OPP-000925,2026-06-15,Northwest,West,SMB,False,0.0
OPP-000926,2026-06-15,Northwest,West,Enterprise,True,5112.52
OPP-000927,2026-06-15,Northwest,West,SMB,False,0.0
OPP-000928,2026-06-15,Northwest,West,Mid-Market,True,1207.64
OPP-000929,2026-06-15,Northwest,West,SMB,False,0.0
OPP-000930,2026-06-15,Northwest,West,SMB,False,0.0
OPP-000931,2026-06-15,Northwest,West,SMB,False,0.0
OPP-000932,2026-06-15,Northwest,West,Mid-Market,True,1477.4
OPP-000933,2026-06-15,Southwest,West,SMB,False,0.0
OPP-000934,2026-06-15,Southwest,West,SMB,False,0.0
OPP-000935,2026-06-15,Southwest,West,SMB,True,1210.11
OPP-000936,2026-06-15,Southwest,West,SMB,True,832.96
OPP-000937,2026-06-15,Southwest,West,SMB,True,990.37
OPP-000938,2026-06-15,Southwest,West,Mid-Market,False,0.0
OPP-000939,2026-06-15,Southwest,West,SMB,False,0.0
OPP-000940,2026-06-15,Southwest,West,SMB,False,0.0
OPP-000941,2026-06-15,Southwest,West,SMB,False,0.0
OPP-000942,2026-06-15,Southwest,West,SMB,False,0.0
OPP-000943,2026-06-15,Southwest,West,SMB,False,0.0
OPP-000944,2026-06-15,Southwest,West,Mid-Market,False,0.0
OPP-000945,2026-06-15,Southwest,West,SMB,False,0.0
OPP-000946,2026-06-15,Southwest,West,SMB,False,0.0
OPP-000947,2026-06-15,Southwest,West,SMB,False,0.0
OPP-000948,2026-06-15,Southwest,West,SMB,False,0.0
OPP-000949,2026-06-15,Southwest,West,SMB,True,2523.11
OPP-000950,2026-06-16,Northeast,East,SMB,False,0.0
OPP-000951,2026-06-16,Northeast,East,SMB,False,0.0
OPP-000952,2026-06-16,Northeast,East,Mid-Market,False,0.0
OPP-000953,2026-06-16,Northeast,East,SMB,False,0.0
OPP-000954,2026-06-16,Northeast,East,SMB,True,369.26
OPP-000955,2026-06-16,Northeast,East,Mid-Market,False,0.0
OPP-000956,2026-06-16,Northeast,East,SMB,True,754.26
OPP-000957,2026-06-16,Northeast,East,SMB,False,0.0
OPP-000958,2026-06-16,Northeast,East,Mid-Market,False,0.0
OPP-000959,2026-06-16,Northeast,East,Enterprise,False,0.0
OPP-000960,2026-06-16,Northeast,East,Mid-Market,False,0.0
OPP-000961,2026-06-16,Northeast,East,Mid-Market,False,0.0
OPP-000962,2026-06-16,Northeast,East,Enterprise,False,0.0
OPP-000963,2026-06-16,Northeast,East,Mid-Market,False,0.0
OPP-000964,2026-06-16,Northeast,East,Mid-Market,False,0.0
OPP-000965,2026-06-16,Northeast,East,Mid-Market,False,0.0
OPP-000966,2026-06-16,Northeast,East,Enterprise,False,0.0
OPP-000967,2026-06-16,Northeast,East,Mid-Market,True,2496.45
OPP-000968,2026-06-16,Northeast,East,Enterprise,False,0.0
OPP-000969,2026-06-16,Northeast,East,SMB,False,0.0
OPP-000970,2026-06-16,Northeast,East,Enterprise,True,7369.31
OPP-000971,2026-06-16,Northeast,East,Mid-Market,False,0.0
OPP-000972,2026-06-16,Northeast,East,SMB,False,0.0
OPP-000973,2026-06-16,Northeast,East,Mid-Market,True,2341.35
OPP-000974,2026-06-16,Northeast,East,Mid-Market,True,2605.04
OPP-000975,2026-06-16,Northeast,East,SMB,False,0.0
OPP-000976,2026-06-16,Northeast,East,SMB,True,787.81
OPP-000977,2026-06-16,Northeast,East,Mid-Market,False,0.0
OPP-000978,2026-06-16,Southeast,East,SMB,True,1077.34
OPP-000979,2026-06-16,Southeast,East,Enterprise,True,3902.52
OPP-000980,2026-06-16,Southeast,East,SMB,True,1118.92
OPP-000981,2026-06-16,Southeast,East,SMB,False,0.0
OPP-000982,2026-06-16,Southeast,East,Mid-Market,False,0.0
OPP-000983,2026-06-16,Southeast,East,Enterprise,False,0.0
OPP-000984,2026-06-16,Southeast,East,Mid-Market,False,0.0
OPP-000985,2026-06-16,Southeast,East,Mid-Market,False,0.0
OPP-000986,2026-06-16,Southeast,East,Mid-Market,False,0.0
OPP-000987,2026-06-16,Southeast,East,Mid-Market,True,1086.62
OPP-000988,2026-06-16,Southeast,East,Mid-Market,True,1822.34
OPP-000989,2026-06-16,Southeast,East,SMB,True,527.06
OPP-000990,2026-06-16,Southeast,East,SMB,False,0.0
OPP-000991,2026-06-16,Southeast,East,Mid-Market,False,0.0
OPP-000992,2026-06-16,Southeast,East,SMB,True,765.69
OPP-000993,2026-06-16,Southeast,East,SMB,True,797.37
OPP-000994,2026-06-16,Southeast,East,Mid-Market,False,0.0
OPP-000995,2026-06-16,Northwest,West,SMB,True,577.05
OPP-000996,2026-06-16,Northwest,West,SMB,True,1043.28
OPP-000997,2026-06-16,Northwest,West,Mid-Market,False,0.0
OPP-000998,2026-06-16,Northwest,West,Mid-Market,False,0.0
OPP-000999,2026-06-16,Northwest,West,SMB,False,0.0
OPP-001000,2026-06-16,Northwest,West,SMB,False,0.0
OPP-001001,2026-06-16,Northwest,West,SMB,False,0.0
OPP-001002,2026-06-16,Northwest,West,SMB,False,0.0
OPP-001003,2026-06-16,Northwest,West,Mid-Market,False,0.0
OPP-001004,2026-06-16,Northwest,West,Mid-Market,False,0.0
OPP-001005,2026-06-16,Northwest,West,SMB,False,0.0
OPP-001006,2026-06-16,Northwest,West,SMB,False,0.0
OPP-001007,2026-06-16,Northwest,West,SMB,False,0.0
OPP-001008,2026-06-16,Northwest,West,Mid-Market,False,0.0
OPP-001009,2026-06-16,Northwest,West,Mid-Market,False,0.0
OPP-001010,2026-06-16,Northwest,West,SMB,False,0.0
OPP-001011,2026-06-16,Northwest,West,SMB,False,0.0
OPP-001012,2026-06-16,Southwest,West,SMB,False,0.0
OPP-001013,2026-06-16,Southwest,West,Mid-Market,False,0.0
OPP-001014,2026-06-16,Southwest,West,SMB,False,0.0
OPP-001015,2026-06-16,Southwest,West,SMB,False,0.0
OPP-001016,2026-06-16,Southwest,West,Mid-Market,False,0.0
OPP-001017,2026-06-16,Southwest,West,SMB,True,1196.27
OPP-001018,2026-06-16,Southwest,West,SMB,False,0.0
OPP-001019,2026-06-16,Southwest,West,SMB,False,0.0
OPP-001020,2026-06-16,Southwest,West,Mid-Market,True,3946.81
OPP-001021,2026-06-16,Southwest,West,SMB,False,0.0
OPP-001022,2026-06-16,Southwest,West,SMB,False,0.0
OPP-001023,2026-06-16,Southwest,West,SMB,False,0.0
OPP-001024,2026-06-16,Southwest,West,SMB,False,0.0
OPP-001025,2026-06-16,Southwest,West,SMB,False,0.0
OPP-001026,2026-06-16,Southwest,West,SMB,False,0.0
OPP-001027,2026-06-16,Southwest,West,SMB,False,0.0
OPP-001028,2026-06-16,Southwest,West,SMB,True,491.86
OPP-001029,2026-06-16,Southwest,West,SMB,False,0.0
OPP-001030,2026-06-16,Southwest,West,SMB,False,0.0
OPP-001031,2026-06-16,Southwest,West,Mid-Market,False,0.0
OPP-001032,2026-06-17,Northeast,East,Enterprise,False,0.0
OPP-001033,2026-06-17,Northeast,East,Enterprise,True,4477.82
OPP-001034,2026-06-17,Northeast,East,SMB,False,0.0
OPP-001035,2026-06-17,Northeast,East,Mid-Market,True,2354.24
OPP-001036,2026-06-17,Northeast,East,Enterprise,False,0.0
OPP-001037,2026-06-17,Northeast,East,SMB,False,0.0
OPP-001038,2026-06-17,Northeast,East,SMB,False,0.0
OPP-001039,2026-06-17,Northeast,East,SMB,True,741.03
OPP-001040,2026-06-17,Northeast,East,SMB,False,0.0
OPP-001041,2026-06-17,Northeast,East,Mid-Market,False,0.0
OPP-001042,2026-06-17,Northeast,East,Mid-Market,False,0.0
OPP-001043,2026-06-17,Northeast,East,Mid-Market,False,0.0
OPP-001044,2026-06-17,Northeast,East,SMB,False,0.0
OPP-001045,2026-06-17,Northeast,East,SMB,False,0.0
OPP-001046,2026-06-17,Northeast,East,SMB,False,0.0
OPP-001047,2026-06-17,Northeast,East,SMB,False,0.0
OPP-001048,2026-06-17,Northeast,East,SMB,False,0.0
OPP-001049,2026-06-17,Northeast,East,Mid-Market,True,6821.38
OPP-001050,2026-06-17,Northeast,East,SMB,False,0.0
OPP-001051,2026-06-17,Northeast,East,SMB,False,0.0
OPP-001052,2026-06-17,Northeast,East,SMB,False,0.0
OPP-001053,2026-06-17,Northeast,East,SMB,False,0.0
OPP-001054,2026-06-17,Northeast,East,SMB,False,0.0
OPP-001055,2026-06-17,Northeast,East,SMB,True,883.54
OPP-001056,2026-06-17,Northeast,East,Mid-Market,False,0.0
OPP-001057,2026-06-17,Southeast,East,SMB,True,608.7
OPP-001058,2026-06-17,Southeast,East,SMB,False,0.0
OPP-001059,2026-06-17,Southeast,East,SMB,False,0.0
OPP-001060,2026-06-17,Southeast,East,Mid-Market,True,2163.73
OPP-001061,2026-06-17,Southeast,East,Enterprise,False,0.0
OPP-001062,2026-06-17,Southeast,East,Mid-Market,False,0.0
OPP-001063,2026-06-17,Southeast,East,SMB,True,519.87
OPP-001064,2026-06-17,Southeast,East,SMB,False,0.0
OPP-001065,2026-06-17,Southeast,East,SMB,False,0.0
OPP-001066,2026-06-17,Southeast,East,Mid-Market,True,2085.38
OPP-001067,2026-06-17,Southeast,East,SMB,False,0.0
OPP-001068,2026-06-17,Southeast,East,SMB,False,0.0
OPP-001069,2026-06-17,Southeast,East,SMB,False,0.0
OPP-001070,2026-06-17,Southeast,East,SMB,False,0.0
OPP-001071,2026-06-17,Southeast,East,SMB,False,0.0
OPP-001072,2026-06-17,Southeast,East,SMB,True,604.98
OPP-001073,2026-06-17,Southeast,East,SMB,True,705.65
OPP-001074,2026-06-17,Southeast,East,SMB,True,491.89
OPP-001075,2026-06-17,Northwest,West,SMB,True,414.02
OPP-001076,2026-06-17,Northwest,West,Enterprise,False,0.0
OPP-001077,2026-06-17,Northwest,West,SMB,False,0.0
OPP-001078,2026-06-17,Northwest,West,SMB,True,428.46
OPP-001079,2026-06-17,Northwest,West,SMB,True,2555.69
OPP-001080,2026-06-17,Northwest,West,SMB,False,0.0
OPP-001081,2026-06-17,Northwest,West,SMB,False,0.0
OPP-001082,2026-06-17,Northwest,West,SMB,False,0.0
OPP-001083,2026-06-17,Northwest,West,SMB,False,0.0
OPP-001084,2026-06-17,Northwest,West,SMB,False,0.0
OPP-001085,2026-06-17,Northwest,West,SMB,True,939.04
OPP-001086,2026-06-17,Northwest,West,Enterprise,True,6245.27
OPP-001087,2026-06-17,Northwest,West,SMB,False,0.0
OPP-001088,2026-06-17,Northwest,West,SMB,False,0.0
OPP-001089,2026-06-17,Southwest,West,SMB,True,528.43
OPP-001090,2026-06-17,Southwest,West,Mid-Market,False,0.0
OPP-001091,2026-06-17,Southwest,West,Mid-Market,False,0.0
OPP-001092,2026-06-17,Southwest,West,SMB,False,0.0
OPP-001093,2026-06-17,Southwest,West,SMB,False,0.0
OPP-001094,2026-06-17,Southwest,West,Mid-Market,False,0.0
OPP-001095,2026-06-17,Southwest,West,SMB,False,0.0
OPP-001096,2026-06-17,Southwest,West,SMB,False,0.0
OPP-001097,2026-06-17,Southwest,West,SMB,False,0.0
OPP-001098,2026-06-17,Southwest,West,SMB,False,0.0
OPP-001099,2026-06-17,Southwest,West,SMB,False,0.0
OPP-001100,2026-06-18,Northeast,East,SMB,True,859.99
OPP-001101,2026-06-18,Northeast,East,Enterprise,False,0.0
OPP-001102,2026-06-18,Northeast,East,SMB,False,0.0
OPP-001103,2026-06-18,Northeast,East,Mid-Market,False,0.0
OPP-001104,2026-06-18,Northeast,East,SMB,False,0.0
OPP-001105,2026-06-18,Northeast,East,SMB,False,0.0
OPP-001106,2026-06-18,Northeast,East,Enterprise,False,0.0
OPP-001107,2026-06-18,Northeast,East,SMB,False,0.0
OPP-001108,2026-06-18,Northeast,East,SMB,False,0.0
OPP-001109,2026-06-18,Northeast,East,SMB,False,0.0
OPP-001110,2026-06-18,Northeast,East,Enterprise,False,0.0
OPP-001111,2026-06-18,Northeast,East,SMB,True,758.25
OPP-001112,2026-06-18,Northeast,East,SMB,False,0.0
OPP-001113,2026-06-18,Northeast,East,SMB,True,723.68
OPP-001114,2026-06-18,Northeast,East,SMB,False,0.0
OPP-001115,2026-06-18,Northeast,East,SMB,False,0.0
OPP-001116,2026-06-18,Northeast,East,Mid-Market,True,1727.86
OPP-001117,2026-06-18,Northeast,East,Enterprise,False,0.0
OPP-001118,2026-06-18,Northeast,East,SMB,False,0.0
OPP-001119,2026-06-18,Northeast,East,SMB,True,1340.08
OPP-001120,2026-06-18,Northeast,East,Mid-Market,False,0.0
OPP-001121,2026-06-18,Northeast,East,SMB,True,1271.67
OPP-001122,2026-06-18,Northeast,East,Mid-Market,False,0.0
OPP-001123,2026-06-18,Northeast,East,Enterprise,False,0.0
OPP-001124,2026-06-18,Northeast,East,Mid-Market,True,1783.19
OPP-001125,2026-06-18,Southeast,East,Enterprise,False,0.0
OPP-001126,2026-06-18,Southeast,East,SMB,False,0.0
OPP-001127,2026-06-18,Southeast,East,Mid-Market,False,0.0
OPP-001128,2026-06-18,Southeast,East,Mid-Market,False,0.0
OPP-001129,2026-06-18,Southeast,East,SMB,False,0.0
OPP-001130,2026-06-18,Southeast,East,SMB,False,0.0
OPP-001131,2026-06-18,Southeast,East,Enterprise,False,0.0
OPP-001132,2026-06-18,Southeast,East,Mid-Market,False,0.0
OPP-001133,2026-06-18,Southeast,East,Enterprise,False,0.0
OPP-001134,2026-06-18,Southeast,East,SMB,True,1110.94
OPP-001135,2026-06-18,Southeast,East,Enterprise,False,0.0
OPP-001136,2026-06-18,Northwest,West,SMB,False,0.0
OPP-001137,2026-06-18,Northwest,West,SMB,False,0.0
OPP-001138,2026-06-18,Northwest,West,Mid-Market,False,0.0
OPP-001139,2026-06-18,Northwest,West,Mid-Market,False,0.0
OPP-001140,2026-06-18,Northwest,West,SMB,False,0.0
OPP-001141,2026-06-18,Northwest,West,SMB,True,1268.35
OPP-001142,2026-06-18,Northwest,West,SMB,False,0.0
OPP-001143,2026-06-18,Northwest,West,SMB,False,0.0
OPP-001144,2026-06-18,Northwest,West,SMB,False,0.0
OPP-001145,2026-06-18,Northwest,West,SMB,False,0.0
OPP-001146,2026-06-18,Northwest,West,SMB,False,0.0
OPP-001147,2026-06-18,Northwest,West,Enterprise,True,11619.21
OPP-001148,2026-06-18,Northwest,West,SMB,False,0.0
OPP-001149,2026-06-18,Northwest,West,SMB,False,0.0
OPP-001150,2026-06-18,Northwest,West,SMB,False,0.0
OPP-001151,2026-06-18,Northwest,West,SMB,False,0.0
OPP-001152,2026-06-18,Northwest,West,SMB,True,790.85
OPP-001153,2026-06-18,Northwest,West,Enterprise,False,0.0
OPP-001154,2026-06-18,Northwest,West,Enterprise,False,0.0
OPP-001155,2026-06-18,Northwest,West,Mid-Market,False,0.0
OPP-001156,2026-06-18,Northwest,West,SMB,False,0.0
OPP-001157,2026-06-18,Southwest,West,Mid-Market,True,1201.05
OPP-001158,2026-06-18,Southwest,West,Mid-Market,False,0.0
OPP-001159,2026-06-18,Southwest,West,SMB,True,602.34
OPP-001160,2026-06-18,Southwest,West,SMB,False,0.0
OPP-001161,2026-06-18,Southwest,West,SMB,False,0.0
OPP-001162,2026-06-18,Southwest,West,SMB,False,0.0
OPP-001163,2026-06-18,Southwest,West,SMB,False,0.0
OPP-001164,2026-06-18,Southwest,West,SMB,False,0.0
OPP-001165,2026-06-18,Southwest,West,SMB,True,1205.11
OPP-001166,2026-06-18,Southwest,West,SMB,True,1646.13
OPP-001167,2026-06-18,Southwest,West,SMB,False,0.0
OPP-001168,2026-06-18,Southwest,West,SMB,True,1087.29
OPP-001169,2026-06-18,Southwest,West,SMB,False,0.0
OPP-001170,2026-06-18,Southwest,West,SMB,False,0.0
OPP-001171,2026-06-18,Southwest,West,SMB,False,0.0
OPP-001172,2026-06-18,Southwest,West,SMB,False,0.0
OPP-001173,2026-06-18,Southwest,West,Mid-Market,False,0.0
OPP-001174,2026-06-18,Southwest,West,SMB,True,1339.12
OPP-001175,2026-06-18,Southwest,West,SMB,True,547.56
OPP-001176,2026-06-18,Southwest,West,SMB,False,0.0
OPP-001177,2026-06-18,Southwest,West,SMB,False,0.0
OPP-001178,2026-06-18,Southwest,West,SMB,False,0.0
OPP-001179,2026-06-18,Southwest,West,Mid-Market,False,0.0
OPP-001180,2026-06-18,Southwest,West,SMB,True,795.91
OPP-001181,2026-06-19,Northeast,East,Mid-Market,False,0.0
OPP-001182,2026-06-19,Northeast,East,SMB,False,0.0
OPP-001183,2026-06-19,Northeast,East,Mid-Market,False,0.0
OPP-001184,2026-06-19,Northeast,East,Mid-Market,True,2175.7
OPP-001185,2026-06-19,Northeast,East,Mid-Market,True,1782.52
OPP-001186,2026-06-19,Northeast,East,SMB,True,1000.02
OPP-001187,2026-06-19,Northeast,East,SMB,False,0.0
OPP-001188,2026-06-19,Northeast,East,SMB,True,467.63
OPP-001189,2026-06-19,Northeast,East,Enterprise,True,6505.03
OPP-001190,2026-06-19,Northeast,East,Mid-Market,True,1639.83
OPP-001191,2026-06-19,Northeast,East,SMB,False,0.0
OPP-001192,2026-06-19,Northeast,East,Mid-Market,False,0.0
OPP-001193,2026-06-19,Northeast,East,Enterprise,False,0.0
OPP-001194,2026-06-19,Northeast,East,Mid-Market,False,0.0
OPP-001195,2026-06-19,Northeast,East,SMB,False,0.0
OPP-001196,2026-06-19,Northeast,East,SMB,True,330.39
OPP-001197,2026-06-19,Northeast,East,Mid-Market,True,2694.35
OPP-001198,2026-06-19,Northeast,East,SMB,False,0.0
OPP-001199,2026-06-19,Northeast,East,Mid-Market,True,3112.1
OPP-001200,2026-06-19,Northeast,East,SMB,False,0.0
OPP-001201,2026-06-19,Northeast,East,SMB,False,0.0
OPP-001202,2026-06-19,Northeast,East,SMB,True,541.18
OPP-001203,2026-06-19,Northeast,East,Mid-Market,False,0.0
OPP-001204,2026-06-19,Northeast,East,SMB,False,0.0
OPP-001205,2026-06-19,Southeast,East,SMB,False,0.0
OPP-001206,2026-06-19,Southeast,East,Enterprise,False,0.0
OPP-001207,2026-06-19,Southeast,East,SMB,False,0.0
OPP-001208,2026-06-19,Southeast,East,SMB,True,1408.38
OPP-001209,2026-06-19,Southeast,East,Mid-Market,False,0.0
OPP-001210,2026-06-19,Southeast,East,Mid-Market,False,0.0
OPP-001211,2026-06-19,Southeast,East,Mid-Market,False,0.0
OPP-001212,2026-06-19,Southeast,East,SMB,True,1464.87
OPP-001213,2026-06-19,Southeast,East,Mid-Market,False,0.0
OPP-001214,2026-06-19,Southeast,East,Mid-Market,False,0.0
OPP-001215,2026-06-19,Southeast,East,SMB,False,0.0
OPP-001216,2026-06-19,Southeast,East,SMB,True,1026.28
OPP-001217,2026-06-19,Southeast,East,Mid-Market,True,1924.65
OPP-001218,2026-06-19,Southeast,East,SMB,False,0.0
OPP-001219,2026-06-19,Southeast,East,SMB,False,0.0
OPP-001220,2026-06-19,Southeast,East,Mid-Market,False,0.0
OPP-001221,2026-06-19,Southeast,East,SMB,True,941.04
OPP-001222,2026-06-19,Southeast,East,Mid-Market,False,0.0
OPP-001223,2026-06-19,Southeast,East,SMB,True,513.22
OPP-001224,2026-06-19,Northwest,West,Mid-Market,False,0.0
OPP-001225,2026-06-19,Northwest,West,SMB,False,0.0
OPP-001226,2026-06-19,Northwest,West,SMB,False,0.0
OPP-001227,2026-06-19,Northwest,West,Mid-Market,True,2139.28
OPP-001228,2026-06-19,Northwest,West,Mid-Market,False,0.0
OPP-001229,2026-06-19,Northwest,West,SMB,False,0.0
OPP-001230,2026-06-19,Northwest,West,Mid-Market,False,0.0
OPP-001231,2026-06-19,Northwest,West,SMB,True,969.28
OPP-001232,2026-06-19,Northwest,West,Mid-Market,False,0.0
OPP-001233,2026-06-19,Northwest,West,SMB,True,628.43
OPP-001234,2026-06-19,Northwest,West,SMB,True,991.71
OPP-001235,2026-06-19,Northwest,West,SMB,True,479.71
OPP-001236,2026-06-19,Northwest,West,SMB,False,0.0
OPP-001237,2026-06-19,Northwest,West,SMB,False,0.0
OPP-001238,2026-06-19,Southwest,West,SMB,False,0.0
OPP-001239,2026-06-19,Southwest,West,SMB,True,271.13
OPP-001240,2026-06-19,Southwest,West,SMB,False,0.0
OPP-001241,2026-06-19,Southwest,West,Mid-Market,True,1885.42
OPP-001242,2026-06-19,Southwest,West,Mid-Market,True,3132.22
OPP-001243,2026-06-19,Southwest,West,SMB,False,0.0
OPP-001244,2026-06-19,Southwest,West,SMB,False,0.0
OPP-001245,2026-06-19,Southwest,West,SMB,False,0.0
OPP-001246,2026-06-19,Southwest,West,Mid-Market,False,0.0
OPP-001247,2026-06-19,Southwest,West,SMB,False,0.0
OPP-001248,2026-06-19,Southwest,West,SMB,False,0.0
OPP-001249,2026-06-19,Southwest,West,Enterprise,False,0.0
OPP-001250,2026-06-19,Southwest,West,Mid-Market,False,0.0
OPP-001251,2026-06-19,Southwest,West,SMB,True,988.86
OPP-001252,2026-06-19,Southwest,West,SMB,False,0.0
OPP-001253,2026-06-19,Southwest,West,Mid-Market,False,0.0
OPP-001254,2026-06-19,Southwest,West,SMB,False,0.0
OPP-001255,2026-06-19,Southwest,West,SMB,True,1120.02
OPP-001256,2026-06-19,Southwest,West,SMB,True,3314.09
OPP-001257,2026-06-19,Southwest,West,SMB,False,0.0
OPP-001258,2026-06-19,Southwest,West,SMB,True,558.52
OPP-001259,2026-06-19,Southwest,West,SMB,True,1051.15
OPP-001260,2026-06-19,Southwest,West,SMB,False,0.0
OPP-001261,2026-06-19,Southwest,West,SMB,False,0.0
OPP-001262,2026-06-20,Northeast,East,SMB,False,0.0
OPP-001263,2026-06-20,Northeast,East,SMB,True,861.18
OPP-001264,2026-06-20,Northeast,East,SMB,False,0.0
OPP-001265,2026-06-20,Northeast,East,SMB,False,0.0
OPP-001266,2026-06-20,Northeast,East,SMB,False,0.0
OPP-001267,2026-06-20,Northeast,East,Mid-Market,True,942.41
OPP-001268,2026-06-20,Northeast,East,Mid-Market,False,0.0
OPP-001269,2026-06-20,Northeast,East,SMB,False,0.0
OPP-001270,2026-06-20,Northeast,East,SMB,True,535.38
OPP-001271,2026-06-20,Northeast,East,SMB,False,0.0
OPP-001272,2026-06-20,Northeast,East,SMB,False,0.0
OPP-001273,2026-06-20,Northeast,East,SMB,False,0.0
OPP-001274,2026-06-20,Northeast,East,SMB,True,649.93
OPP-001275,2026-06-20,Southeast,East,SMB,False,0.0
OPP-001276,2026-06-20,Southeast,East,Mid-Market,False,0.0
OPP-001277,2026-06-20,Southeast,East,SMB,False,0.0
OPP-001278,2026-06-20,Southeast,East,Enterprise,False,0.0
OPP-001279,2026-06-20,Southeast,East,Mid-Market,False,0.0
OPP-001280,2026-06-20,Southeast,East,SMB,False,0.0
OPP-001281,2026-06-20,Southeast,East,SMB,False,0.0
OPP-001282,2026-06-20,Southeast,East,SMB,False,0.0
OPP-001283,2026-06-20,Southeast,East,SMB,False,0.0
OPP-001284,2026-06-20,Southeast,East,Mid-Market,False,0.0
OPP-001285,2026-06-20,Southeast,East,SMB,False,0.0
OPP-001286,2026-06-20,Southeast,East,SMB,False,0.0
OPP-001287,2026-06-20,Southeast,East,SMB,False,0.0
OPP-001288,2026-06-20,Southeast,East,Mid-Market,False,0.0
OPP-001289,2026-06-20,Southeast,East,SMB,True,538.56
OPP-001290,2026-06-20,Northwest,West,SMB,False,0.0
OPP-001291,2026-06-20,Northwest,West,Mid-Market,True,4604.48
OPP-001292,2026-06-20,Northwest,West,SMB,False,0.0
OPP-001293,2026-06-20,Northwest,West,SMB,False,0.0
OPP-001294,2026-06-20,Northwest,West,SMB,True,1189.31
OPP-001295,2026-06-20,Northwest,West,Mid-Market,False,0.0
OPP-001296,2026-06-20,Northwest,West,SMB,True,977.86
OPP-001297,2026-06-20,Northwest,West,Mid-Market,False,0.0
OPP-001298,2026-06-20,Northwest,West,SMB,False,0.0
OPP-001299,2026-06-20,Northwest,West,Mid-Market,False,0.0
OPP-001300,2026-06-20,Southwest,West,SMB,False,0.0
OPP-001301,2026-06-20,Southwest,West,SMB,False,0.0
OPP-001302,2026-06-20,Southwest,West,SMB,False,0.0
OPP-001303,2026-06-20,Southwest,West,Mid-Market,False,0.0
OPP-001304,2026-06-20,Southwest,West,SMB,True,1244.86
OPP-001305,2026-06-20,Southwest,West,Enterprise,True,3838.69
OPP-001306,2026-06-20,Southwest,West,SMB,False,0.0
OPP-001307,2026-06-21,Northeast,East,Mid-Market,True,2622.71
OPP-001308,2026-06-21,Northeast,East,SMB,False,0.0
OPP-001309,2026-06-21,Northeast,East,Mid-Market,False,0.0
OPP-001310,2026-06-21,Northeast,East,SMB,False,0.0
OPP-001311,2026-06-21,Northeast,East,Enterprise,False,0.0
OPP-001312,2026-06-21,Northeast,East,SMB,True,655.99
OPP-001313,2026-06-21,Northeast,East,Mid-Market,True,2538.3
OPP-001314,2026-06-21,Northeast,East,SMB,True,1324.8
OPP-001315,2026-06-21,Northeast,East,Mid-Market,False,0.0
OPP-001316,2026-06-21,Northeast,East,SMB,True,588.5
OPP-001317,2026-06-21,Northeast,East,Mid-Market,True,5806.86
OPP-001318,2026-06-21,Northeast,East,SMB,False,0.0
OPP-001319,2026-06-21,Southeast,East,SMB,False,0.0
OPP-001320,2026-06-21,Southeast,East,Enterprise,True,4794.71
OPP-001321,2026-06-21,Southeast,East,SMB,True,983.18
OPP-001322,2026-06-21,Southeast,East,Enterprise,False,0.0
OPP-001323,2026-06-21,Southeast,East,Mid-Market,False,0.0
OPP-001324,2026-06-21,Southeast,East,SMB,False,0.0
OPP-001325,2026-06-21,Southeast,East,SMB,False,0.0
OPP-001326,2026-06-21,Northwest,West,SMB,False,0.0
OPP-001327,2026-06-21,Northwest,West,SMB,False,0.0
OPP-001328,2026-06-21,Northwest,West,SMB,True,606.88
OPP-001329,2026-06-21,Northwest,West,SMB,False,0.0
OPP-001330,2026-06-21,Northwest,West,Mid-Market,False,0.0
OPP-001331,2026-06-21,Northwest,West,SMB,False,0.0
OPP-001332,2026-06-21,Northwest,West,Mid-Market,False,0.0
OPP-001333,2026-06-21,Northwest,West,SMB,False,0.0
OPP-001334,2026-06-21,Northwest,West,SMB,False,0.0
OPP-001335,2026-06-21,Northwest,West,SMB,False,0.0
OPP-001336,2026-06-21,Northwest,West,Mid-Market,False,0.0
OPP-001337,2026-06-21,Northwest,West,SMB,True,1279.34
OPP-001338,2026-06-21,Northwest,West,SMB,True,433.0
OPP-001339,2026-06-21,Northwest,West,SMB,True,563.23
OPP-001340,2026-06-21,Southwest,West,SMB,False,0.0
OPP-001341,2026-06-21,Southwest,West,Mid-Market,False,0.0
OPP-001342,2026-06-21,Southwest,West,SMB,True,741.39
OPP-001343,2026-06-21,Southwest,West,Mid-Market,False,0.0
